# Dicionario de Abreviaturas — IR 14-06, Art. 32 a 35
# Fonte: MD33-M-02, Manual de Abreviaturas, Siglas, Simbolos e Convencoes
#        Cartograficas das Forcas Armadas, 3a Edicao/2008, Capitulo IV.
# Gerado por scripts/governanca/extrair_abreviaturas_md33.py — nao editar a mao.
# inicial_conjunto: MD33-M-02, 3.1.9 — abreviavel por essa inicial quando em conjunto.
# A abreviatura NAO e chave unica: 3.1.17 preve duplicidade de simbologia.
abreviatura,termo,sinonimos,termo_completo,inicial_conjunto,somente_conjunto,origem
EMB,Esquadrão de Material Bélico,,Esquadrão de Material Bélico,,,MD33-M-02
EP,Esquadrão de Pessoal,,Esquadrão de Pessoal,,,MD33-M-02
ES,Esquadrão de Saúde,,Esquadrão de Saúde,,,MD33-M-02
ESM,Esquadrão de Suprimento e Manutenção,,Esquadrão de Suprimento e Manutenção,,,MD33-M-02
ETA,Esquadrão de Transporte Aéreo,,Esquadrão de Transporte Aéreo,,,MD33-M-02
Esqda,Esquadrilha,,Esquadrilha (E),E,,MD33-M-02
Eqm M,Esquema de Manobra,,Esquema de Manobra,,,MD33-M-02
Eqm,Esquema,Esquematizar,"Esquema, Esquematizar",,,MD33-M-02
Esqu,Esquerda,,Esquerda,,,MD33-M-02
Ess,Essência,Essencial,"Essência, Essencial",,,MD33-M-02
Estb,Estabelecer,Estabelecimento,"Estabelecer, Estabelecimento",,,MD33-M-02
Estc,Estaca,,Estaca,,,MD33-M-02
ECR,Estação Estç Estação Controladora da Rede,,Estação (E) Estç Estação Controladora da Rede,E,,MD33-M-02
E Com,Estação de Comunicações,,Estação de Comunicações,,,MD33-M-02
EGE,Estação de Guerra Eletrônica,,Estação de Guerra Eletrônica,,,MD33-M-02
EO,Estação de Orientação,,Estação de Orientação,,,MD33-M-02
ERM,Estação de Radar Meteorológico,,Estação de Radar Meteorológico,,,MD33-M-02
E Rabst,Estação de Reabastecimento,,Estação de Reabastecimento,,,MD33-M-02
E Raprv,Estação de Reaprovisionamento,,Estação de Reaprovisionamento,,,MD33-M-02
EFS,Estação Fixa de Superfície,,Estação Fixa de Superfície,,,MD33-M-02
EMA,Estação Meteorológica de Altitude,,Estação Meteorológica de Altitude,,,MD33-M-02
EMS,Estação Meteorológica de Superfície,,Estação Meteorológica de Superfície,,,MD33-M-02
ER,Estação Rádio,,Estação Rádio,,,MD33-M-02
E Regl,Estação Reguladora,,Estação Reguladora,,,MD33-M-02
ETT,Estação Tática Transportável,,Estação Tática Transportável,,,MD33-M-02
LES,Estação Terrena (Land Earth Station),,Estação Terrena (Land Earth Station),,,MD33-M-02
Estac,Estacionar,Estacionamento;Estacionário;Estacionador,"Estacionar, Estacionamento, Estacionário, Estacionador",,,MD33-M-02
Est,Estado,Estadual,"Estado (E), Estadual",E,,MD33-M-02
EM,Estado-Maior,,Estado-Maior,,,MD33-M-02
EMC,Estado-Maior Combinado,,Estado-Maior Combinado,,,MD33-M-02
EMAER,Estado-Maior da Aeronáutica,,Estado-Maior da Aeronáutica,,,MD33-M-02
EMA,Estado-Maior da Armada,,Estado-Maior da Armada,,,MD33-M-02
EMD,Estado-Maior de Defesa,,Estado-Maior de Defesa,,,MD33-M-02
EME,Estado-Maior de Exército,,Estado-Maior de Exército,,,MD33-M-02
EM C Cbn,Estado-Maior do Comando Combinado,,Estado-Maior do Comando Combinado,,,MD33-M-02
EMO,Estado-Maior Operacional,,Estado-Maior Operacional,,,MD33-M-02
Estf,Estafeta,,Estafeta,,,MD33-M-02
Estg,Estagiar,Estagiário;Estágio,"Estagiar, Estagiário, Estágio",,,MD33-M-02
EAS,Estágio de Adaptação e Serviço,,Estágio de Adaptação e Serviço,,,MD33-M-02
EI,Estágio de Instrução,,Estágio de Instrução,,,MD33-M-02
EIA,Estágio de Instrução e Adaptação,,Estágio de Instrução e Adaptação,,,MD33-M-02
EIS,Estágio de Instrução e Serviço,,Estágio de Instrução e Serviço,,,MD33-M-02
ESV,Estágio de Segurança de Vôo,,Estágio de Segurança de Vôo,,,MD33-M-02
EST,Estágio de Serviço Técnico,,Estágio de Serviço Técnico,,,MD33-M-02
ETP,Estágio Técnico para Praça,,Estágio Técnico para Praça,,,MD33-M-02
Estl,Estaleiro,,Estaleiro,,,MD33-M-02
Estat,Estatística,,Estatística,,,MD33-M-02
Estt,Estatuto,Estatutário,"Estatuto, Estatutário",,,MD33-M-02
Estrz,Esterilizar,Esterilização,"Esterilizar, Esterilização",,,MD33-M-02
EPI,Estimativa Preliminar de Inteligência,,Estimativa Preliminar de Inteligência,,,MD33-M-02
Estm,Estimativa,Estimar,"Estimativa, Estimar (E)",E,,MD33-M-02
Estiv,Estivador,Estiva,"Estivador, Estiva (E)",E,,MD33-M-02
Estj,Estojo,,Estojo,,,MD33-M-02
Estlh,Estopilha,,Estopilha,,,MD33-M-02
Epim,Estopim,,Estopim,,,MD33-M-02
Estq,Estoque,Estocar;Estoquista,"Estoque, Estocar, Estoquista",,,MD33-M-02
Estr,Estrada,,Estrada (E),E,,MD33-M-02
EF,Estrada de Ferro,,Estrada de Ferro,,,MD33-M-02
Estr L,Estrada Livre,,Estrada Livre,,,MD33-M-02
EPA,Estrada Principal de Abastecimento,,Estrada Principal de Abastecimento,,,MD33-M-02
EPS,Estrada Principal de Suprimento,,Estrada Principal de Suprimento,,,MD33-M-02
Estrn,Estrangeiro,,Estrangeiro,,,MD33-M-02
Estrt M,Estratégia Militar,,Estratégia Militar,,,MD33-M-02
E Mi D,Estratégia Militar de Defesa,,Estratégia Militar de Defesa,,,MD33-M-02
Estrt,Estratégia,Estratégica;Estrategista,"Estratégia, Estratégica, Estrategista",,,MD33-M-02
ST,Estrato (Stratus),,Estrato (Stratus),,,MD33-M-02
SC,Estrato-cúmulo (Stratus-cumulus),,Estrato-cúmulo (Stratus-cumulus),,,MD33-M-02
EAG,Estrutura Aeroespacial de Guerra,,Estrutura Aeroespacial de Guerra,,,MD33-M-02
Etta Mi D,Estrutura Militar de Defesa,,Estrutura Militar de Defesa,,,MD33-M-02
Etta,Estrutura,Estruturar;Estruturação;Estrutural,"Estrutura, Estruturar, Estruturação, Estrutural (E)",E,,MD33-M-02
Est,Estudar,Estudo;Estudante,"Estudar, Estudo, Estudante (E)",E,,MD33-M-02
EEM,Estudo de Estado-Maior,,Estudo de Estado-Maior,,,MD33-M-02
Est Estrt A,Estudo Estratégico de Área,,Estudo Estratégico de Área,,,MD33-M-02
Etp,Etapa,,Etapa,,,MD33-M-02
Ev N Cmb,Evacuação de Não-Combatentes,,Evacuação de Não-Combatentes,,,MD33-M-02
Ev,Evacuação,Evacuar,"Evacuação, Evacuar (E)",E,,MD33-M-02
Evs,Evasão,Evasor,"Evasão, Evasor",,,MD33-M-02
Evsa,Evasiva,,Evasiva,,,MD33-M-02
Evt,Eventual,Evento;Eventualidade,"Eventual, Evento (E), Eventualidade",E,,MD33-M-02
EAP,Exame de Aptidão Psicológica,,Exame de Aptidão Psicológica,,,MD33-M-02
Exm,Examinar,Exame;Examinador,"Examinar, Exame, Examinador",,,MD33-M-02
Exce,Exceção,Exceto;Excetuar,"Exceção, Exceto, Excetuar",,,MD33-M-02
Excd,Excedente,Exceder,"Excedente, Exceder",,,MD33-M-02
Exa,Excelência,,Excelência,,,MD33-M-02
Exc,Excluir,Exclusão;Exclusive;Exclusividade;Exclusivo;Exclusivamente,"Excluir, Exclusão, Exclusive, Exclusividade, Exclusivo, Exclusivamente",,,MD33-M-02
ESAM,Exclusão do Serviço Ativo da Marinha,,Exclusão do Serviço Ativo da Marinha,,,MD33-M-02
Exec,Executar,Execução;Executado;Executante,"Executar, Execução, Executado, Executante",,,MD33-M-02
Exp,Exemplo,Exemplar;Exemplificar,"Exemplo, Exemplar, Exemplificar",,,MD33-M-02
ExqI,Exeqüível,Exeqüibilidade,"Exeqüível, Exeqüibilidade",,,MD33-M-02
Exc,Exercício,,Exercício (E),E,,MD33-M-02
ES,Exercício em Sala,,Exercício em Sala,,,MD33-M-02
ET,Exercício no Terreno,,Exercício no Terreno,,,MD33-M-02
Ex,Exército,,Exército,,,MD33-M-02
EB,Exército Brasileiro,,Exército Brasileiro,,,MD33-M-02
Exfl,Exfiltração,Exfiltrar,"Exfiltração, Exfiltrar",,,MD33-M-02
Exg,Exigência,Exigido;Exigir;Exigente,"Exigência, Exigido, Exigir, Exigente",,,MD33-M-02
Exis,Existir,Existência;Existente,"Existir, Existência, Existente (E)",E,,MD33-M-02
Exo,Exoneração,Exonerar,"Exoneração, Exonerar",,,MD33-M-02
Expd,Expedição,Expedidor;Expedicionário;Expedir,"Expedição, Expedidor, Expedicionário, Expedir",,,MD33-M-02
Expt,Expediente,,Expediente,,,MD33-M-02
Expr,Experiência,Experimental;Experimentar;Experiente,"Experiência, Experimental, Experimentar, Experiente",,,MD33-M-02
Exp,Exploração,Explorador;Explorar,"Exploração, Explorador, Explorar",,,MD33-M-02
Expl A,Explosão no Ar,,Explosão no Ar,,,MD33-M-02
Expl,Explosivo,Explosão,"Explosivo, Explosão",,,MD33-M-02
Exps,Explosor,,Explosor,,,MD33-M-02
Expo,Expor,Exposição;Expositor,"Expor, Exposição, Expositor",,,MD33-M-02
E Mtv,Exposição de Motivos,,Exposição de Motivos,,,MD33-M-02
E Mtv I,Exposição de Motivos Interministerial,,Exposição de Motivos Interministerial,,,MD33-M-02
EOG,Exposição Operacional Guia,,Exposição Operacional Guia,,,MD33-M-02
Expo O,Exposição Oral,,Exposição Oral,,,MD33-M-02
Expr,Expressão,Expressivo;Expressar;Exprimir,"Expressão, Expressivo, Expressar, Exprimir",,,MD33-M-02
Extm,Exterminar,Extermínio;Exterminador,"Exterminar, Extermínio, Exterminador",,,MD33-M-02
Ext,Externa,Exterior;Extraordinário;Externar,"Externa, Exterior, Extraordinário, Externar",,,MD33-M-02
Extv,Extraviar,Extraviado;Extravio,"Extraviar, Extraviado, Extravio",,,MD33-M-02
Fab,Fábrica,Fabricação;Fabricante;Fabricar,"Fábrica, Fabricação, Fabricante, Fabricar",,,MD33-M-02
Fcl,Facilitar,Facilidade;Facilitador;Fácil,"Facilitar, Facilidade (F), Facilitador, Fácil",F,,MD33-M-02
Facult,Facultado,Facultativo;Facultar,"Facultado, Facultativo, Facultar",,,MD33-M-02
Fx Infl,Faixa de Infiltração,,Faixa de Infiltração,,,MD33-M-02
SSB,Faixa Lateral Singela (Single Side Band),,Faixa Lateral Singela (Single Side Band),,,MD33-M-02
Fx,Faixa,Feixe,"Faixa, Feixe",,,MD33-M-02
Flcd,Falecido,,Falecido,,,MD33-M-02
Flct,Falecimento,,Falecimento,,,MD33-M-02
Flh,Falha,Falhar,"Falha, Falhar",,,MD33-M-02
Fam,Família,Familiar,"Família, Familiar",,,MD33-M-02
Fard,Farda,Fardamento,"Farda, Fardamento",,,MD33-M-02
Farm,Farmácia,Farmacêutico,"Farmácia, Farmacêutico",,,MD33-M-02
Far,Farol,,Farol (F),F,,MD33-M-02
Fa,Fase,Fasear;Faseamento,"Fase (F), Fasear, Faseamento",F,,MD33-M-02
F Op,Fase Operativa,,Fase Operativa,,,MD33-M-02
Ftr,Fator,,Fator (F),F,,MD33-M-02
F Acu,Fator Acumulativo,,Fator Acumulativo,,,MD33-M-02
F Adv,Fator Adverso,,Fator Adverso,,,MD33-M-02
FQE,Fator de Quebra de Espaço,,Fator de Quebra de Espaço,,,MD33-M-02
Fat,Faturar,Fatura;Faturamento;Faturação,"Faturar, Fatura, Faturamento, Faturação",,,MD33-M-02
Faz,Fazenda (estabelecimento rural),,Fazenda (estabelecimento rural),,,MD33-M-02
Fch,Fechar,Fecho;Fechamento,"Fechar, Fecho, Fechamento",,,MD33-M-02
Fri,Férias,Feriado,"Férias, Feriado",,,MD33-M-02
Fer,Ferido,Ferimento,"Ferido (F), Ferimento",F,,MD33-M-02
FEA,Ferido em Ação,,Ferido em Ação,,,MD33-M-02
FEC,Ferido em Combate,,Ferido em Combate,,,MD33-M-02
FFA,Ferido Fora de Ação,,Ferido Fora de Ação,,,MD33-M-02
FG,Ferido Grave,,Ferido Grave,,,MD33-M-02
FL,Ferido Leve,,Ferido Leve,,,MD33-M-02
Fer AP,Ferido por Ação Própria,,Ferido por Ação Própria,,,MD33-M-02
Frmt,Ferramenta,Ferramental;Ferramenteiro,"Ferramenta, Ferramental, Ferramenteiro",,,MD33-M-02
Fv,Ferrovia,Ferroviário,"Ferrovia, Ferroviário",,,MD33-M-02
Ft,Festim,,Festim,,,MD33-M-02
Festiv,Festividade,,Festividade,,,MD33-M-02
Fb,Fibra,Fibroso,"Fibra, Fibroso",,,MD33-M-02
FAM,Ficha de Alistamento Militar,,Ficha de Alistamento Militar,,,MD33-M-02
FCR,Ficha de Cadastramento de Reserva,,Ficha de Cadastramento de Reserva,,,MD33-M-02
Fi CO,Ficha de Categorias de Objetivo,,Ficha de Categorias de Objetivo,,,MD33-M-02
FCO,Ficha de Comunicações de Ocorrência,,Ficha de Comunicações de Ocorrência,,,MD33-M-02
FIT,Ficha de Incidente Técnico,,Ficha de Incidente Técnico,,,MD33-M-02
FMC,Ficha de Manutenção Corretiva,,Ficha de Manutenção Corretiva,,,MD33-M-02
FS,Ficha de Seleção,,Ficha de Seleção,,,MD33-M-02
FSC,Ficha de Seleção Complementar,,Ficha de Seleção Complementar,,,MD33-M-02
FIA,Ficha Informativa de Atividade,,Ficha Informativa de Atividade,,,MD33-M-02
FIP,Ficha Informativa de Projeto,,Ficha Informativa de Projeto,,,MD33-M-02
Fi,Ficha,Fichário,"Ficha, Fichário",,,MD33-M-02
FAFH,Fichas Anuais de Fatos Históricos,,Fichas Anuais de Fatos Históricos,,,MD33-M-02
Fic,Fictício,Ficção,"Fictício, Ficção",,,MD33-M-02
Fig,Figurar,Figuração;Figurativo;Figura,"Figurar, Figuração, Figurativo, Figura",,,MD33-M-02
FIGIN,Figurativo Inimigo,,Figurativo Inimigo,,,MD33-M-02
Flr,Fileira,,Fileira,,,MD33-M-02
Fil,Filtragem,Filtro;Filtrar,"Filtragem, Filtro, Filtrar",,,MD33-M-02
Finde,Finalidade,,Finalidade,,,MD33-M-02
Fin,Finanças,Financeiro;Financiar;Financiador;Financista,"Finanças, Financeiro, Financiar (F), Financiador, Financista",F,,MD33-M-02
Fnt,Finta,Fintar,"Finta, Fintar",,,MD33-M-02
FDT,Fio Duplo Telefônico,,Fio Duplo Telefônico,,,MD33-M-02
Fisc,Fiscal,Fiscalização;Fiscalizar;Fiscalizador,"Fiscal, Fiscalização, Fiscalizar, Fiscalizador",,,MD33-M-02
Fis,Física,,Física,,,MD33-M-02
Fs,Fissão,,Fissão,,,MD33-M-02
Fix,Fixar,Fixa;Fixação;Fixador,"Fixar, Fixa, Fixação, Fixador",,,MD33-M-02
Flc,Flanco,,Flanco,,,MD33-M-02
Fg,Flancoguarda,,Flancoguarda,,,MD33-M-02
Flex,Flexão,Flexibilizar;Flexibilidade;Flexível;Flexibilização,"Flexão, Flexibilizar, Flexibilidade, Flexível, Flexibilização",,,MD33-M-02
Flo,Floresta,Florestal,"Floresta, Florestal",,,MD33-M-02
Flot,Flotilha,,Flotilha,,,MD33-M-02
Flut,Flutuante,Flutuar,"Flutuante (F), Flutuar",F,,MD33-M-02
Flu,Fluvial,,Fluvial,,,MD33-M-02
Flx,Fluxo,,Fluxo,,,MD33-M-02
F,Fogo,,Fogo,,sim,MD33-M-02
FH,Fogo a Horário,,Fogo a Horário,,,MD33-M-02
F Ped,Fogo a Pedido,,Fogo a Pedido,,,MD33-M-02
F Ap,Fogo de Apoio,,Fogo de Apoio,,,MD33-M-02
F Br,Fogo de Barragem,,Fogo de Barragem,,,MD33-M-02
F C Bia,Fogo de Contrabateria,,Fogo de Contrabateria,,,MD33-M-02
F Inqt,Fogo de Inquietação,,Fogo de Inquietação,,,MD33-M-02
F Ntz,Fogo de Neutralização,,Fogo de Neutralização,,,MD33-M-02
F Inpd,Fogo Inopinado,,Fogo Inopinado,,,MD33-M-02
F Prv,Fogo Previsto,,Fogo Previsto,,,MD33-M-02
Fgt,Foguete,,Foguete (F),F,,MD33-M-02
FET,Folha de Estudo de Tempo,,Folha de Estudo de Tempo,,,MD33-M-02
FRM,Folha de Registro de Modificações,,Folha de Registro de Modificações,,,MD33-M-02
Fl,Folha,Folhear,"Folha, Folhear",,,MD33-M-02
FR,Fonte de Recursos,,Fonte de Recursos,,,MD33-M-02
FS,Fora de Situação,,Fora de Situação,,,MD33-M-02
For,Força,,Força (F),F,,MD33-M-02
F Adv,Força Adversa,,Força Adversa,,,MD33-M-02
F Ae,Força Aérea,,Força Aérea,,,MD33-M-02
FAB,Força Aérea Brasileira,,Força Aérea Brasileira,,,MD33-M-02
FAC,Força Aérea Componente,,Força Aérea Componente,,,MD33-M-02
FAZD,Força Aérea da Zona de Defesa,,Força Aérea da Zona de Defesa,,,MD33-M-02
FADA,Força Aérea de Defesa Aeroespacial,,Força Aérea de Defesa Aeroespacial,,,MD33-M-02
FATO,Força Aérea do Teatro de Operações,,Força Aérea do Teatro de Operações,,,MD33-M-02
FATOM,Força Aérea do Teatro de Operações Marítimo,,Força Aérea do Teatro de Operações Marítimo,,,MD33-M-02
FATOT,Força Aérea do Teatro de Operações Terrestre,,Força Aérea do Teatro de Operações Terrestre,,,MD33-M-02
F Ae Num,Força Aérea Numerada,,Força Aérea Numerada,,,MD33-M-02
F Amv,Força Aeromóvel,,Força Aeromóvel,,,MD33-M-02
F Aet,Força Aeroterrestre,,Força Aeroterrestre,,,MD33-M-02
F Anf,Força Anfíbia,,Força Anfíbia,,,MD33-M-02
FA,Força Armada,,Força Armada,,,MD33-M-02
F Cbn,Força Combinada,,Força Combinada,,,MD33-M-02
F Cte,Força Componente,,Força Componente,,,MD33-M-02
FAR,Força de Ação Rápida,,Força de Ação Rápida,,,MD33-M-02
F Ap LM,Força de Apoio Logístico Móvel,,Força de Apoio Logístico Móvel,,,MD33-M-02
F Auto Def,Força de Autodefesa,,Força de Autodefesa,,,MD33-M-02
F Cob,Força de Cobertura,,Força de Cobertura,,,MD33-M-02
For CT,Força de Contratorpedeiros,,Força de Contratorpedeiros,,,MD33-M-02
FDAR,Força de Defesa de Área de Retaguarda,,Força de Defesa de Área de Retaguarda,,,MD33-M-02
F Dbq,Força de Desembarque,,Força de Desembarque,,,MD33-M-02
FER,Força de Emprego Rápido,,Força de Emprego Rápido,,,MD33-M-02
FFE,Força de Fuzileiros da Esquadra,,Força de Fuzileiros da Esquadra,,,MD33-M-02
FG Irreg,Força de Guerra Irregular,,Força de Guerra Irregular,,,MD33-M-02
F Guer,Força de Guerrilha,,Força de Guerrilha,,,MD33-M-02
F He,Força de Helicópteros,,Força de Helicópteros,,,MD33-M-02
F Pac,Força de Pacificação,,Força de Pacificação,,,MD33-M-02
FPD,Força de Pronta Defesa,,Força de Pronta Defesa,,,MD33-M-02
F Rprs,Força de Proteção F Ptç Força de Repressão,,Força de Proteção F Ptç Força de Repressão,,,MD33-M-02
F Seg,Força de Segurança,,Força de Segurança,,,MD33-M-02
F Seg AR,Força de Segurança da Área de Retaguarda,,Força de Segurança da Área de Retaguarda,,,MD33-M-02
For S,Força de Submarinos,,Força de Submarinos,,,MD33-M-02
F Spf,Força de Superfície,,Força de Superfície,,,MD33-M-02
F Sust,Força de Sustentação,,Força de Sustentação,,,MD33-M-02
F Sust,Força de Sustentação,,Força de Sustentação,,,MD33-M-02
F Expd,Força Expedicionária,,Força Expedicionária,,,MD33-M-02
F Flu,Força Fluvial,,Força Fluvial,,,MD33-M-02
F Inter Paz,Força Internacional de Paz,,Força Internacional de Paz,,,MD33-M-02
F Irreg,Força Irregular,,Força Irregular,,,MD33-M-02
F Leg,Força Legal,,Força Legal,,,MD33-M-02
F Multi Paz,Força Multinacional de Paz,,Força Multinacional de Paz,,,MD33-M-02
F Nav,Força Naval,,Força Naval,,,MD33-M-02
FNC,Força Naval Componente,,Força Naval Componente,,,MD33-M-02
FNDA,Força Naval de Defesa Aeroespacial,,Força Naval de Defesa Aeroespacial,,,MD33-M-02
FNTOT,Força Naval de Teatro de Operações Terrestre,,Força Naval de Teatro de Operações Terrestre,,,MD33-M-02
FNTO,Força Naval do Teatro de Operações,,Força Naval do Teatro de Operações,,,MD33-M-02
FNTOM,Força Naval do Teatro de Operações Marítimo,,Força Naval do Teatro de Operações Marítimo,,,MD33-M-02
F Pcp,Força Principal,,Força Principal,,,MD33-M-02
F Rib,Força Ribeirinha,,Força Ribeirinha,,,MD33-M-02
FS,Força Singular,,Força Singular,,,MD33-M-02
F Subt,Força Subterrânea,,Força Subterrânea,,,MD33-M-02
F Ter,Força Terrestre,,Força Terrestre,,,MD33-M-02
FTC,Força Terrestre Componente,,Força Terrestre Componente,,,MD33-M-02
FTZD,Força Terrestre da Zona de Defesa,,Força Terrestre da Zona de Defesa,,,MD33-M-02
FTDA,Força Terrestre de Defesa Aeroespacial,,Força Terrestre de Defesa Aeroespacial,,,MD33-M-02
FTTO,Força Terrestre do Teatro de Operações,,Força Terrestre do Teatro de Operações,,,MD33-M-02
FTTOM,Força Terrestre do Teatro de Operações Marítimo,,Força Terrestre do Teatro de Operações Marítimo,,,MD33-M-02
FTTOT,Força Terrestre do Teatro de Operações Terrestre,,Força Terrestre do Teatro de Operações Terrestre,,,MD33-M-02
F Cmb,Forças de Combate,,Forças de Combate,,,MD33-M-02
F Esp ou FE,Forças Especiais,,Forças Especiais,,,MD33-M-02
F Pamil,Forças Paramilitares,,Forças Paramilitares,,,MD33-M-02
FT,Força-Tarefa,,Força-Tarefa,,,MD33-M-02
FT Amv,Força-Tarefa Aeromóvel,,Força-Tarefa Aeromóvel,,,MD33-M-02
FT Aet,Força-Tarefa Aeroterrestre,,Força-Tarefa Aeroterrestre,,,MD33-M-02
ForTarAnf,Força-Tarefa Anfíbia,,Força-Tarefa Anfíbia,,,MD33-M-02
FT Cbn,Força-Tarefa Combinada,,Força-Tarefa Combinada,,,MD33-M-02
FT Rib,Força-Tarefa Ribeirinha,,Força-Tarefa Ribeirinha,,,MD33-M-02
Form,Formação,Formatura;Formar;Formador,"Formação, Formatura, Formar, Formador",,,MD33-M-02
FAM,Formulário de Alistamento Militar,,Formulário de Alistamento Militar,,,MD33-M-02
FCDD,Formulário de Coleta de Dados de Defeito,,Formulário de Coleta de Dados de Defeito,,,MD33-M-02
Fml,Formulário,Fornular;Formulador,"Formulário, Fornular, Formulador",,,MD33-M-02
Forn,Fornecer,Fornecimento;Fornecedor,"Fornecer, Fornecimento, Fornecedor",,,MD33-M-02
Fort,Fortaleza,Fortificação;Fortalecer;Fortificar;Fortalecimento;Fortificante,"Fortaleza, Fortificação, Fortalecer, Fortificar, Fortalecimento, Fortificante",,,MD33-M-02
FB,Fósforo Branco,,Fósforo Branco,,,MD33-M-02
Fotocine,Fotocinegrafista,,Fotocinegrafista,,,MD33-M-02
Lorop,Fotografia Oblíqua de Longo Alcance (Long-Range Obliqúe Photo),,Fotografia Oblíqua de Longo Alcance (Long-Range Obliqúe Photo),,,MD33-M-02
Foto,Fotografia,Fotógrafo;Fotográfica;Fotografar,"Fotografia, Fotógrafo, Fotográfica, Fotografar",,,MD33-M-02
Fotogr,Fotogrametria,,Fotogrametria,,,MD33-M-02
F,Fração Frç Fragata,,Fração Frç Fragata,,,MD33-M-02
Frag,Fragmentária,Fragmento;Fragmentar,"Fragmentária, Fragmento, Fragmentar",,,MD33-M-02
Fqz,Fraqueza,,Fraqueza,,,MD33-M-02
Frtc,Fratricídio,,Fratricídio,,,MD33-M-02
Fr,Frente,,Frente,,,MD33-M-02
HF,Freqüência Alta (High Frequency),,Freqüência Alta (High Frequency),,,MD33-M-02
LF,Freqüência Baixa (Low Frequency),,Freqüência Baixa (Low Frequency),,,MD33-M-02
FRI,Freqüência de Repetição de Impulso,,Freqüência de Repetição de Impulso,,,MD33-M-02
FRP,Freqüência de Repetição de Pulsos,,Freqüência de Repetição de Pulsos,,,MD33-M-02
EHF,Freqüência Extremamente Alta (Extremely High Frequency),,Freqüência Extremamente Alta (Extremely High Frequency),,,MD33-M-02
IF,Freqüência Intermediária (Intermediate Frequency),,Freqüência Intermediária (Intermediate Frequency),,,MD33-M-02
MUF,Freqüência Máxima Utilizável (Maximum Usable Frequency),,Freqüência Máxima Utilizável (Maximum Usable Frequency),,,MD33-M-02
MF,Freqüência Média (Medium Frequency),,Freqüência Média (Medium Frequency),,,MD33-M-02
FM,Freqüência Modulada,,Freqüência Modulada,,,MD33-M-02
VHF,Freqüência Muito Alta (Very High Frequency),,Freqüência Muito Alta (Very High Frequency),,,MD33-M-02
VLF,Freqüência Muito Baixa (Very Low Frequency),,Freqüência Muito Baixa (Very Low Frequency),,,MD33-M-02
